DBMS_uriform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_open_source_github_repo,github_repo_link,org_name,repo_name,open_source_license
rqlite,rqlite,https://dbdb.io/db/rqlite,https://dbdb.io/media/logos/rqlite.svg,"Last updated Dec. 20, 2022, 8:14 a.m.","rqlite is a lightweight, distributed DBMS which uses,SQLite,as its storage engine. rqlite uses the,Raft protocol,to achieve consensus across multiple instances of the SQLite database, ensuring that every change made to the system is made to a quorum of SQLite databases, or none at all.",Relational,"SQL,HTTP / REST",Embedded,https://rqlite.io,https://github.com/rqlite/rqlite,https://rqlite.io/docs/,Philip O'Toole,US,2014,,Open Source,Go,,SQLite,MIT,"Linux,OS X,Windows",Relational,Y,rqlite/rqlite,rqlite,rqlite,Y
rxdb,RxDB,https://dbdb.io/db/rxdb,https://dbdb.io/media/logos/rxdb.svg,"Last updated June 27, 2022, 8:45 p.m.",RxDB is an offline-first database for storing JSON documents. It uses PouchDB or LokiJS as its backing storage manager.,Document / XML,"Custom API,GraphQL",,https://rxdb.info/,https://github.com/pubkey/rxdb,,Daniel Van Meyer,DE,2016,,Open Source,JavaScript,,"LokiJS,PouchDB",Apache v2,,Document,Y,pubkey/rxdb,pubkey,rxdb,Y
sapphiredb,SapphireDb,https://dbdb.io/db/sapphiredb,https://dbdb.io/media/logos/sapphiredb.svg,"Last updated June 27, 2022, 10:51 p.m.",SapphireDb is a object-oriented DBMS designed for ASP.net and JavaScript applications.,Object-Oriented,"Custom API,HTTP / REST",,https://sapphire-db.com,https://github.com/SapphireDb/SapphireDb,https://sapphire-db.com/start/net-core,Morris Janatzek,DE,2018,,"Hobby,Open Source",C#,"C#,JavaScript",,MIT,Windows,Object oriented,Y,SapphireDb/SapphireDb,SapphireDb,SapphireDb,Y
scalaris,Scalaris,https://dbdb.io/db/scalaris,https://dbdb.io/media/logos/scalaris.png.200x200_q85.png,"Last updated April 28, 2018, 3:43 p.m.",,Key/Value,,,http://scalaris.zib.de/,https://github.com/scalaris-team/scalaris,,Zuse Institute Berlin,DE,,,"Academic,Open Source",Erlang,,,Apache v2,,Key-value,Y,scalaris-team/scalaris,scalaris-team,scalaris,Y
scaliendb,ScalienDB,https://dbdb.io/db/scaliendb,https://dbdb.io/media/logos/scalien.png.200x200_q85.png,"Last updated Oct. 30, 2022, 11:05 a.m.",ScalienDB was a distributed key/value store DBMS that supported transactions developed in the early 2010s.,Key/Value,HTTP / REST,Shared-Nothing,http://scalien.com,https://github.com/scalien/scaliendb,http://scalien.com/documentation/scaliendb,Scalien,HU,2010,,"Commercial,Open Source",C++,Python,,AGPL v3,"Linux,Windows",Key-value,Y,scalien/scaliendb,scalien,scaliendb,Y
scidb,SciDB,https://dbdb.io/db/scidb,https://dbdb.io/media/logos/scidb.png.200x200_q85.png,"Last updated Jan. 6, 2022, 8:12 a.m.",,Array / Matrix,Command-line / Shell,Shared-Nothing,http://scidb.org/,https://forum.paradigm4.com/t/index-of-scidb-releases/773,,Paradigm4,US,2008,,"Academic,Commercial,Open Source",C++,"C++,Python,R","PostgreSQL,RocksDB","AGPL v3,Proprietary",Linux,Array,,,,,Y
scylla,Scylla,https://dbdb.io/db/scylla,https://dbdb.io/media/logos/scylla.svg,"Last updated Nov. 10, 2022, 3:40 p.m.","ScyllaDB is an open-source distributed wide-column NoSQL database offering high availability, scalability and fault-tolerance, all while maintaining predictable low latencies and high throughput. ScyllaDB is compatible with both Apache Cassandra (CQL, SSTables) and Amazon DynamoDB interfaces. Written in C++, ScyllaDB uses the highly asynchronous shard-per-core, shared-nothing Seastar framework (http://seastar.io/), where each thread executes on its own CPU core, memory, and multi-queue network interface controller. Cross-core communication is carried out by explicit asynchronous, message passing.","Column Family,Key/Value",Custom API,Shared-Nothing,http://www.scylladb.com/,https://github.com/scylladb/scylla,https://docs.scylladb.com/,ScyllaDB Inc.,IL,2014,,"Commercial,Open Source",C++,"C#,C++,Go,Java,JavaScript,PHP,Python,Ruby,Rust",,AGPL v3,Linux,"Wide column,Key-value",Y,scylladb/scylla,scylladb,scylla,Y
sdb,SDB,https://dbdb.io/db/sdb,,"Last updated Jan. 1, 2019, 12:57 a.m.","SDB (""string database"") is a key/value, embedded database engine based on the,cdb,disk storage format. It supports JSON and arrays data types.","Relational,Document / XML",Custom API,Embedded,https://github.com/radare/sdb,https://github.com/radare/sdb,,,ES,,,Open Source,C,,,MIT,,"Relational,Document",Y,radare/sdb,radare,sdb,Y
seafowl,Seafowl,https://dbdb.io/db/seafowl,https://dbdb.io/media/logos/seafowl.svg,"Last updated Oct. 26, 2022, 8:15 p.m.",Seafowl is an analytical database.,Relational,SQL,Shared-Everything,https://seafowl.io/,https://github.com/splitgraph/seafowl,https://seafowl.io/docs/getting-started/introduction,"Splitgraph, Inc.",GB,2022,,"Commercial,Open Source",Rust,,,Apache v2,,Relational,Y,splitgraph/seafowl,splitgraph,seafowl,Y
sedna,Sedna,https://dbdb.io/db/sedna,https://dbdb.io/media/logos/sedna.png.200x200_q85.png,"Last updated June 3, 2018, 8:03 a.m.",,Document / XML,,,http://www.sedna.org/,https://sourceforge.net/projects/sedna/,,Institute for System Programming RAS,RU,,,"Commercial,Open Source",C++,,,Apache v2,"BSD,Linux,OS X,Windows",Document,,,,,Y
senseidb,SenseiDB,https://dbdb.io/db/senseidb,https://dbdb.io/media/logos/senseidb.jpg.200x200_q85.jpg,"Last updated Jan. 9, 2022, 3:02 p.m.",SenseiDB is a distributed database that supports the backend of LinkedIn homepage and LinkedIn Signal. The data is protected by replication and eventual consistency is guaranteed. SenseiDB is also a search engine for look-ups on structured metadata and unstructured contents.,Relational,Custom API,Shared-Nothing,http://senseidb.github.io/sensei/,https://github.com/linkedin/sensei,http://senseidb.github.io/sensei/overview.html,"LinkedIn, Xiaomi",US,2012,,Open Source,Java,"Java,Python",,Apache v2,All OS with Java VM,Relational,Y,linkedin/sensei,linkedin,sensei,Y
sequins,Sequins,https://dbdb.io/db/sequins,https://dbdb.io/media/logos/sequins.png.200x200_q85.png,"Last updated May 12, 2018, 10:59 p.m.",,Key/Value,,,https://github.com/stripe/sequins,https://github.com/stripe/sequins,,Stripe,US,2014,,Open Source,Go,,,MIT,,Key-value,Y,stripe/sequins,stripe,sequins,Y
sequoiadb,SequoiaDB,https://dbdb.io/db/sequoiadb,https://dbdb.io/media/logos/sequoiadb.png.200x200_q85.png,"Last updated Jan. 9, 2022, 3:02 p.m.","SequoiaDB is a distributed relational database with a storage layer and a computing layer. The storage layer is a database storage engine that uses the,Raft,algorithm to achieve data consistency across distributed nodes. The computing layer consists of relational database instances, which can be a MySQL instance, a semi-structured data access interface via, for example, JSON APIs, or an unstructured data storage interface with, for example, AWS S3. Key features of SequoiaDB include distributed OLTP with availability and consistency guarantees, petabyte-level horizontal scalability, Hybrid Transactional / Analytical Processing (HTAP), and 2-region 3-data-center recovery mechanisms.",Document / XML,"SQL,HTTP / REST,Command-line / Shell",Shared-Disk,http://www.sequoiadb.com,https://github.com/SequoiaDB/SequoiaDB,http://doc.sequoiadb.com/cn/sequoiadb,SequoiaDB Corporation,CN,2011,,"Commercial,Open Source",C++,"C,C#,C++,Java,PHP,Python",,AGPL v3,Linux,Document,Y,SequoiaDB/SequoiaDB,SequoiaDB,SequoiaDB,Y
serenity,Serenity,https://dbdb.io/db/serenity,https://dbdb.io/media/logos/serenitydb.png.200x200_q85.png,"Last updated July 25, 2018, 9:22 p.m.","Serenity implements basic Redis commands and extends them with support of Consistent Cursors, ACID transactions, and stored procedures. It is is build on top of append-only MVCC storage engine Sophia.",,,,http://serenitydb.org,https://github.com/pmwkaa/serenity,,,RU,2015,,Open Source,C,,,,,,Y,pmwkaa/serenity,pmwkaa,serenity,Y
sesame,Sesame,https://dbdb.io/db/sesame,https://dbdb.io/media/logos/sesame.png.200x200_q85.png,"Last updated June 3, 2018, 9:53 p.m.",,Triplestore (RDF),SPARQL,,http://www.openrdf.org/,https://sourceforge.net/projects/sesame/,,Aduna,NL,1997,,Open Source,Java,,,BSD,,RDF,,,,,Y
shardingsphere,ShardingSphere,https://dbdb.io/db/shardingsphere,https://dbdb.io/media/logos/shardingsphere.png.200x200_q85.png,"Last updated Jan. 24, 2022, 2:25 a.m.","Apache ShardingSphere is positioned as a Database Plus, and aims at building a new criterion and ecosystem above multi-model databases. It focuses on how to reuse existing databases and their respective upper layer, rather than creating a new database. The concepts at the core of the project are Connect, Enhance and Pluggable: Connect: flexible adaptation of database protocol, SQL dialect and database storage. It can quickly connect applications and multi-mode heterogeneous databases. Enhance: capture database access entry to provide additional features transparently, such as: redirect (sharding, readwrite-splitting and shadow), transform (data encrypt and mask), authentication (security, audit and authority), governance (circuit breaker and access limitation and analyze, QoS and observability). Pluggable: Leveraging the micro kernel and 3 layers pluggable mode, features and database ecosystem can be embedded flexibily. Developers can customize their ShardingSphere just like building with LEGO blocks. ShardingSphere became an Apache Top-Level Project on April 16, 2020.",Relational,SQL,Shared-Nothing,https://shardingsphere.apache.org/,https://github.com/apache/shardingsphere,https://shardingsphere.apache.org/document/current/,Apache,CN,2016,,Open Source,Java,Java,,Apache v2,All OS with Java VM,Relational,Y,apache/shardingsphere,apache,shardingsphere,Y
shore,Shore,https://dbdb.io/db/shore,,"Last updated June 8, 2018, 11:01 p.m.",,,,,http://research.cs.wisc.edu/shore/,,,University of Wisconsin,US,,,"Academic,Open Source",,,,,,,,,,,
shore-mt,Shore-MT,https://dbdb.io/db/shore-mt,,"Last updated April 13, 2020, 9:32 p.m.","Shore-MT is a multi-threaded version of the,Shore,storage manager developed at Carnegie Mellon University and EPFL.",,,,https://research.cs.wisc.edu/shore-mt/,https://bitbucket.org/shoremt/,,"Carnegie Mellon University, EPFL",US,2007,,"Commercial,Open Source",C,,,,,,,,,,Y
shsql,shsql,https://dbdb.io/db/shsql,https://dbdb.io/media/logos/shsql.png.200x200_q85.png,"Last updated Feb. 3, 2021, 11:30 a.m.",shsql is a command-line SQL DBMS that stores data in flat files.,Relational,"SQL,Command-line / Shell",,http://quisp.sourceforge.net/shsqlhome.html,https://sourceforge.net/projects/shsql/,,Steve Alt,,2002,,Open Source,Bash,,,GPL v2,Linux,Relational,,,,,Y
silo,Silo,https://dbdb.io/db/silo,,"Last updated Nov. 5, 2018, 9:19 p.m.",Silo is an in-memory database system. Silo tries to avoid all kinds of contention points by using an epoch-based commit protocol with optimistic concurrency control. This commit protocol makes it possible for Silo to support serializability while avoiding all writes on shared memory for read transactions. Silo can achieve high performance on multi-core machines because of this commit protocol.,Relational,Custom API,Shared-Everything,http://dl.acm.org/citation.cfm?id=2522713,https://github.com/stephentu/silo,,"Stephen Tu, Eddie Kohler",US,2013,,"Academic,Open Source","C++,Python",,,MIT,,Relational,Y,stephentu/silo,stephentu,silo,Y
sirdb,Sir.DB,https://dbdb.io/db/sirdb,https://dbdb.io/media/logos/sirdb.svg,"Last updated June 27, 2022, 8:52 p.m.",Sir.DB is a document-oriented DBMS that organizes JSON documents on the local filesystem.,Document / XML,Custom API,,https://github.com/c9fe/sirdb,https://github.com/c9fe/sirdb,,Cris Stringfellow,HK,2020,,"Hobby,Open Source",JavaScript,JavaScript,,MIT,,Document,Y,c9fe/sirdb,c9fe,sirdb,Y
siridb,SiriDB,https://dbdb.io/db/siridb,https://dbdb.io/media/logos/siridb.svg,"Last updated June 27, 2022, 8:52 p.m.",SiriDB is a time-series DBMS.,,Custom API,,http://siridb.net/,https://github.com/SiriDB/siridb-server,https://docs.siridb.net/,Cesbit,NL,2016,,"Commercial,Open Source",C,,,MIT,,,Y,SiriDB/siridb-server,SiriDB,siridb-server,Y
sirixdb,SirixDB,https://dbdb.io/db/sirixdb,https://dbdb.io/media/logos/sirixdb.svg,"Last updated June 27, 2022, 8:53 p.m.",Sirix is a log-structured XML database system with copy-on-write semantics.,Document / XML,"XQuery,HTTP / REST",,http://sirix.io/,https://github.com/sirixdb/sirix,https://github.com/sirixdb/sirix/wiki,University of Konstanz,DE,2012,,"Academic,Open Source","Java,Kotlin",,,BSD,,Document,Y,sirixdb/sirix,sirixdb,sirix,Y
skeletondb,SkeletonDB,https://dbdb.io/db/skeletondb,,"Last updated May 28, 2018, 2:23 p.m.","SkeletonDB is a lock-less, thread-safe in memory MVCC database storage engine written in Go.",,,,https://github.com/d4l3k/skeletondb,https://github.com/d4l3k/skeletondb,,Tristan Rice,CA,2016,,Open Source,Go,,,MIT,,,Y,d4l3k/skeletondb,d4l3k,skeletondb,Y
sksql,SKSQL,https://dbdb.io/db/sksql,https://dbdb.io/media/logos/sksql.png.200x200_q85.png,"Last updated Oct. 26, 2022, 9:45 p.m.",SKSQL is a relational database engine designed for Node.js.,Relational,SQL,Embedded,https://sksql.com/,https://github.com/alexraffy/sksql,,Alex Raffy,ES,2021,,"Hobby,Open Source",TypeScript,,,MIT,,Relational,Y,alexraffy/sksql,alexraffy,sksql,Y
skydb,SkyDB,https://dbdb.io/db/skydb,,"Last updated May 24, 2018, 5:41 a.m.","Sky is designed for analytics on behavioral data (e.g., clickstream and log data).",,,,http://skydb.io/,,,Ben Johnson,US,2013,,Open Source,,,,,,,,,,,
skytable,Skytable,https://dbdb.io/db/skytable,https://dbdb.io/media/logos/skytable.png.200x200_q85.png,"Last updated Aug. 29, 2022, 5:37 p.m.",Skytable is a key-value DBMS written in Rust.,Key/Value,Custom API,,https://skytable.io/,https://github.com/skytable/skytable,https://docs.skytable.io/,"Skytable, Inc.",,2020,,Open Source,Rust,,,AGPL v3,,Key-value,Y,skytable/skytable,skytable,skytable,Y
sled,Sled,https://dbdb.io/db/sled,https://dbdb.io/media/logos/sled.svg,"Last updated June 27, 2022, 8:56 p.m.","Sled is an embedded key-value store written in Rust. It provides atomic single-key operations, including compare and swap operation. It is designed to be used as a construction component to build larger stateful systems. Sled is optimized for modern hardware. It uses lock-free data structures to improve scalability and organizes storage on disk in a log-structured way optimized for SSDs.",Key/Value,Custom API,Embedded,https://github.com/spacejam/sled,https://github.com/spacejam/sled,https://docs.rs/sled,Tyler Neely,"US,DE",2016,,Open Source,Rust,,,"Apache v2,MIT",,Key-value,Y,spacejam/sled,spacejam,sled,Y
sleekdb,SleekDB,https://dbdb.io/db/sleekdb,https://dbdb.io/media/logos/sleekdb_2WSiY02.png.200x200_q85.png,"Last updated Jan. 30, 2021, 8:32 a.m.",SleekDB is a NoSQL database written in PHP that stores data in plain JSON files.,Document / XML,Custom API,Embedded,https://sleekdb.github.io/,https://github.com/rakibtg/SleekDB,https://sleekdb.github.io/,,BD,2018,,Open Source,PHP,PHP,,MIT,Linux,Document,Y,rakibtg/SleekDB,rakibtg,SleekDB,Y
slumber-db,Slumber DB,https://dbdb.io/db/slumber-db,,"Last updated July 19, 2019, 9:45 p.m.",The JSON database for REST and Websocket storage,Key/Value,,,https://github.com/RichardHightower/slumberdb,https://github.com/RichardHightower/slumberdb,,Richard Hightower,US,2014,,Open Source,Java,Java,,Apache v2,,Key-value,Y,RichardHightower/slumberdb,RichardHightower,slumberdb,Y
smallsql,SmallSQL,https://dbdb.io/db/smallsql,https://dbdb.io/media/logos/smallsql.png.200x200_q85.png,"Last updated Dec. 31, 2018, 5:23 p.m.","SmallSQL is a German desktop-oriented database engine. SmallSQL is built upon the belief that database run time should not be the largest part of a desktop application, and is designed to have minimal runtime storage, producing only 200 to 300 KB of jar file. It is written entirely in Java and does not require linking to an external library.",Relational,,Embedded,http://www.smallsql.de/,https://sourceforge.net/projects/smallsql/,http://www.smallsql.de/doc/index.html,Volker Berlin,DE,2005,,Open Source,Java,Java,,LGPL v3,All OS with Java VM,Relational,,,,,Y
sneller,Sneller,https://dbdb.io/db/sneller,https://dbdb.io/media/logos/sneller.svg,"Last updated June 27, 2022, 8:57 p.m.",Sneller is a vectorized SQL query engine for JSON datafiles on cloud storage.,Document / XML,SQL,Shared-Disk,https://www.sneller.io/,https://github.com/SnellerInc/sneller,,"Sneller, Inc.",US,2022,,"Commercial,Open Source",Go,,,AGPL v3,,Document,Y,SnellerInc/sneller,SnellerInc,sneller,Y
solr,Solr,https://dbdb.io/db/solr,https://dbdb.io/media/logos/apache-solr.svg,"Last updated Dec. 5, 2022, 5:06 p.m.","Solr is an open source NoSQL enterprise search platform built on Apache Lucene. Supporting distributed search and index replication, Solr is highly reliable, scalable and fault tolerant. It runs as a standalone full-text search server with a REST-like API and provides features including hit highlighting, faceted search, near real-time indexing, dynamic clustering, database integration, and geospatial search. Currently, Solr powers some of the highest-traffic websites and applications in the world.",Document / XML,Custom API,Shared-Nothing,http://lucene.apache.org/solr/,https://github.com/apache/lucene-solr,https://solr.apache.org/resources.html#documentation,Apache Software Foundation,US,2004,,Open Source,Java,"C#,C++,Clojure,Go,Java,JavaScript,Lua,Perl,PHP,Python,R,Ruby,Rust,Scala",,Apache v2,"Linux,OS X,Windows",Document,Y,apache/lucene-solr,apache,lucene-solr,Y
sones-graphdb,sones GraphDB,https://dbdb.io/db/sones-graphdb,https://dbdb.io/media/logos/sones.png.200x200_q85.png,"Last updated Jan. 5, 2022, 9:28 p.m.",sones GraphDB was a graph database system developed in Germany.,Graph,,,http://www.sones.com/,https://github.com/sones/sones,,sones GmbH,DE,2007,,"Commercial,Open Source",C#,,,AGPL v3,Windows,Graph,Y,sones/sones,sones,sones,Y
sonnerie,Sonnerie,https://dbdb.io/db/sonnerie,,"Last updated May 13, 2022, 2:36 p.m.",Sonnerie is a transactional time-series DBMS written in Rust.,Relational,"HTTP / REST,Command-line / Shell",,https://github.com/njaard/sonnerie,https://github.com/njaard/sonnerie,,Charles Samuels,US,,,Open Source,Rust,,,BSD,,Relational,Y,njaard/sonnerie,njaard,sonnerie,Y
spark-sql,Spark SQL,https://dbdb.io/db/spark-sql,https://dbdb.io/media/logos/spark-logo.svg,"Last updated June 26, 2022, 11:05 p.m.","Spark SQL works as a module in Apache Spark to integrate relational processing with Spark's API. It is designed for read-only Online Analytical Processing (OLAP) which involves large scale datasets. It uses DataFrame API to unitify the interface for procedural code (e.g. Scala, Java) in Spark and relational code (e.g SQL). It also designs an extensible optimizer called Catalyst to make adding optimization rules easier. Spark SQL combines the strength of Spark (rounded data analytics programming interfaces and tools) and the strength of SQL (declarative interfaces and the possibility of optimization).",,"Custom API,SQL",Shared-Nothing,http://spark.apache.org/sql/,https://github.com/apache/spark,http://spark.apache.org/docs/latest/,Apache Software Foundation,US,2014,,Open Source,,Scala,,Apache v2,All OS with Java VM,,Y,apache/spark,apache,spark,Y
sparksee,Sparksee,https://dbdb.io/db/sparksee,https://dbdb.io/media/logos/sparksee.png.200x200_q85.png,"Last updated Dec. 10, 2019, 11:44 p.m.","Sparksee is a high performance native graph database management system developed by Sparsity Technologies. Designed to support computations on graph/network objects at large-scale, Sparksee leverages the bitmap data structure. While being the first graph database for iOS and android, Sparksee can also be run on Linux, Windows and MacOSX. It provides full ACID transactions and has largely been used in social network analysis.","Graph,Object-Oriented",Custom API,Shared-Nothing,http://sparsity-technologies.com/#sparksee,,http://sparsity-technologies.com/UserManual/Index.html,Sparsity Technologies,ES,2006,,"Commercial,Open Source",C++,"C#,C++,Java,Objective-C,Python",,,"Android,iOS,Linux,OS X,Windows","Graph,Object oriented",,,,,
sparrowdb,SparrowDB,https://dbdb.io/db/sparrowdb,https://dbdb.io/media/logos/sparrowdb.png.200x200_q85.png,"Last updated June 29, 2019, 2:59 p.m.",SparrowDB is an append-only object database that supports server-side image processing.,Key/Value,HTTP / REST,,https://sparrowdb.github.io/sparrowdb/,https://github.com/SparrowDb/sparrowdb,,SparrowDB,BR,2016,,Open Source,Go,,,MIT,,Key-value,Y,SparrowDb/sparrowdb,SparrowDb,sparrowdb,Y
speedy,Speedy,https://dbdb.io/db/speedy,https://dbdb.io/media/logos/speedy.jpg.200x200_q85.jpg,"Last updated June 24, 2021, 10:03 p.m.",Speedy was an in-memory relational embedded DBMS that supported SQL.,Relational,SQL,,http://www.testready.net/,https://www.testready.net/download.htm,,Harald Wabnig,AT,,,"Hobby,Open Source",C,SQL,,,"Linux,Windows",Relational,,,,,Y
sphinx,Sphinx,https://dbdb.io/db/sphinx,https://dbdb.io/media/logos/sphinx.png.200x200_q85.png,"Last updated Dec. 3, 2018, 4:03 p.m.","Sphinx is a standalone full-text search engine whose goal is to provide fast and relevant full-text search functionality. It is built to integrate with SQL databases, and to provide easy access via scripting languages, but it can be used directly without an SQL database. The Sphinx search daemon can be accessed via: Sphinx provides two indexing backends: Sphinx can use the following types of data sources to load disk indexes: The name of Sphinx refers to,S,QL,Ph,rase,In,de,x,.",,,,http://sphinxsearch.com/,https://github.com/sphinxsearch/sphinx/,http://sphinxsearch.com/docs/,Sphinx Technologies Inc.,US,2001,,"Commercial,Open Source",C++,"C,Java,Perl,PHP,Python,Ruby",,GPL v2,"AIX,BSD,Linux,OS X,Solaris,Windows",,Y,sphinxsearch/sphinx,sphinxsearch,sphinx,Y
spicedb,SpiceDB,https://dbdb.io/db/spicedb,https://dbdb.io/media/logos/spicedb.svg,"Last updated Sept. 28, 2022, 2:33 p.m.",SpiceDB is a DBMS middleware for managing fine-grained permissions on top of relational DBMSs.,Object-Oriented,"Custom API,HTTP / REST",,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,https://docs.authzed.com/,Authzed,US,2021,,"Commercial,Open Source",Go,,,Apache v2,,Object oriented,Y,authzed/spicedb,authzed,spicedb,Y
splice-machine,Splice Machine,https://dbdb.io/db/splice-machine,https://dbdb.io/media/logos/splice-machine.svg,"Last updated June 27, 2022, 8:59 p.m.",Splice Machine (also called SpliceSQL) is a SQL DBMS built on top of HBase and SparkSQL. All queries first are parsed using Apache Derby and then split into separate execution plans for HBase and Spark.,,SQL,Shared-Disk,http://splicemachine.com/,https://github.com/splicemachine/spliceengine,,,US,2012,,"Commercial,Open Source",Java,,,AGPL v3,All OS with Java VM,,Y,splicemachine/spliceengine,splicemachine,spliceengine,Y
splinterdb,SplinterDB,https://dbdb.io/db/splinterdb,https://dbdb.io/media/logos/splinterdb.svg,"Last updated Sept. 28, 2022, 5:58 p.m.",SplinterDB is an embedded key-value DBMS from VMware Research.,Key/Value,Custom API,Embedded,https://splinterdb.org,https://github.com/vmware/splinterdb,https://github.com/vmware/splinterdb/blob/main/docs/README.md,"VMware, Inc.",US,2018,,"Industrial Research,Open Source",C,"C,C++",,Apache v2,Linux,Key-value,Y,vmware/splinterdb,vmware,splinterdb,Y
sqlite,SQLite,https://dbdb.io/db/sqlite,https://dbdb.io/media/logos/SQLite.svg,"Last updated June 26, 2022, 11:04 p.m.","SQLite is a self-contained, high-reliability, embedded, full-featured, public-domain SQL database engine. First released in August 2000, SQLite has several notable features which make it the most widely deployed database engine in the world. (1) Portability. SQLite compiles and runs on mostly every mainstream operating systems on the market no matter whether it is commercial or free, desktop-level or embedded. SQL library has a small footprint of about 324 KB when all features are enabled. (2) Application interface. SQLite provides an SQL environment for a large number of applications to manipulate databases. It provides a set of call-level API for 30+ programming languages including mostly of popular languages. (3) Single database file. Each database is stored entirely in a single native file. The file format is cross-platform. (4) Transactional. SQLite implements serializable transactions that are ACID.",Relational,"Custom API,SQL","Shared-Disk,Embedded",https://sqlite.org,https://www.sqlite.org/src/doc/trunk/README.md,https://www.sqlite.org/docs.html,"D. Richard Hipp, Dan Kennedy, Joe Mistachkin",US,2000,,"Commercial,Open Source",,"C++,D,Delphi,Go,Haskell,Java,JavaScript,Lisp,Lua,Objective-C,Ocaml,Perl,PHP,Python,R,Ruby,Scheme,Smalltalk,Tcl",,Public Domain,"Android,BSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",Relational,,,,,Y
srch2,SRCH²,https://dbdb.io/db/srch2,https://dbdb.io/media/logos/srch2.png.200x200_q85.png,"Last updated June 9, 2018, 11:30 a.m.",SRCH² was a in-memory search engine.,,,,http://srch2.com/,https://github.com/SRCH2/srch2-ngn,http://srch2.com/documentation.html,SRCH²,US,2010,,"Commercial,Open Source",C++,,,Proprietary,,,Y,SRCH2/srch2-ngn,SRCH2,srch2-ngn,Y
ssdb,SSDB,https://dbdb.io/db/ssdb,https://dbdb.io/media/logos/ssdb.png.200x200_q85.png,"Last updated Dec. 16, 2019, 9:30 p.m.","SSDB is a NoSQL database implemented in C++. The goal of SSDB is to substitute, or work together with Redis. It is compatible with Redis APIs, and has a larger storage space than Redis. SSDB supports multiple data structures, including key-value pairs, hashmap, sorted set, and list. Its low-level storage engine is based on Google LevelDB. SSDB supports a wide range of programming languages.",Key/Value,"Custom API,Command-line / Shell",Shared-Nothing,http://ssdb.io/,https://github.com/ideawu/ssdb,http://ssdb.io/docs/,Zuyang Wu,CN,2013,,Open Source,C++,"C#,C++,Erlang,Go,Java,Lua,PHP,Python,Ruby,Swift",,BSD,"BSD,iOS,Linux,OS X,Windows",Key-value,Y,ideawu/ssdb,ideawu,ssdb,Y
starrocks,StarRocks,https://dbdb.io/db/starrocks,https://dbdb.io/media/logos/starrocks.png.200x200_q85.png,"Last updated March 18, 2022, 8:22 p.m.",StarRocks is a distributed relational DBMS designed for data warehouse workloads.,Relational,SQL,,https://www.starrocks.com,https://github.com/StarRocks/StarRocks,https://docs.starrocks.com/en-us/main/introduction/StarRocks_intro,StarRocks Labs,CN,2021,,"Commercial,Open Source",C++,,,Elastic License v2,Linux,Relational,Y,StarRocks/StarRocks,StarRocks,StarRocks,Y
stellarsql,StellarSQL,https://dbdb.io/db/stellarsql,https://dbdb.io/media/logos/stellarsql.png.200x200_q85.png,"Last updated June 25, 2021, 9:16 p.m.",StellarSQL is an embedded SQL DBMS written in Rust.,Relational,SQL,,https://stellarsql.github.io/StellarSQL/stellar_sql/,https://github.com/stellarsql/StellarSQL,,An-Chi Liu,TW,2018,,"Hobby,Open Source",Rust,,,MIT,,Relational,Y,stellarsql/StellarSQL,stellarsql,StellarSQL,Y
stig,Stig,https://dbdb.io/db/stig,https://dbdb.io/media/logos/stig.png.200x200_q85.png,"Last updated June 30, 2022, 4:06 p.m.","Stig is a non-relational, distributed graph database that was developed at Tagged.",Graph,,Shared-Nothing,http://stigdb.org/,https://github.com/jssmith/stigdb,https://github.com/jssmith/stigdb/tree/master/docs,Tagged,US,2010,,Open Source,C++,,,Apache v2,,Graph,Y,jssmith/stigdb,jssmith,stigdb,Y
stonedb,StoneDB,https://dbdb.io/db/stonedb,https://dbdb.io/media/logos/stonedb.svg,"Last updated June 27, 2022, 9:50 p.m.",StoneDB is a columnar MySQL-compatible storage engine that supports OLAP workloads.,Relational,SQL,,https://stonedb.io/,https://github.com/StoneAtom/stonedb,https://stonedb.io/docs/,StoneAtom Ltd.,CN,2022,,"Commercial,Open Source",,,,,,Relational,Y,StoneAtom/stonedb,StoneAtom,stonedb,Y
strabon,Strabon,https://dbdb.io/db/strabon,https://dbdb.io/media/logos/strabon.png.200x200_q85.png,"Last updated June 3, 2018, 9:52 p.m.",Strabon is a semantic geospatial database system for storing linked geospatial data expressed in RDF and query them using an extension of SPARQL.,Triplestore (RDF),SPARQL,,http://www.strabon.di.uoa.gr/,http://hg.strabon.di.uoa.gr/Strabon/,,KRR&A Team,GR,2011,,"Academic,Open Source",Java,,,,,RDF,,,,,Y
